state,year,Trump,Clinton,Other,Undecided,poll_slug,survey_house,start_date,end_date,question_text,sample_subpopulation,observations,margin_of_error,mode,partisanship,partisan_affiliation,Johnson,McMullin
colorado,2016,38,49,4,3,monmouth-university-25839,Monmouth University,2016-09-29,2016-10-02,"If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?",Likely Voters,400,4.9,Live Phone,Nonpartisan,None,7,NA
colorado,2016,47,48,5,NA,upi-cvoter-25903,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,553,NA,Internet,Nonpartisan,None,NA,NA
colorado,2016,33,44,7,6,keating-d--25892,Keating (D),2016-09-27,2016-09-29,NA,Likely Voters,602,4,Live Phone,Pollster,Dem,10,NA
colorado,2016,40,46,2,6,ppp-d-vote-vets-action-fund--25795,PPP (D-Vote Vets Action Fund),2016-09-27,2016-09-28,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",Likely Voters,694,3.7,IVR/Online,Pollster,Dem,6,NA
colorado,2016,42,41,3,0,cnn-25651,CNN,2016-09-20,2016-09-25,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates, and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?",Likely Voters,784,3.5,Live Phone,Nonpartisan,None,13,NA
colorado,2016,39,40,11,10,cbs-yougov-25645,CBS/YouGov,2016-09-21,2016-09-23,NA,Likely Voters,991,4.4,Internet,Nonpartisan,None,NA,NA
colorado,2016,44,42,NA,14,ipsos-reuters-25683,Ipsos/Reuters,2016-09-02,2016-09-22,NA,Likely Voters,534,NA,Internet,Nonpartisan,None,NA,NA
colorado,2016,42,44,2,2,quinnipiac-25622,Quinnipiac,2016-09-13,2016-09-21,"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",Likely Voters,644,3.9,Live Phone,Nonpartisan,None,10,NA
colorado,2016,35,44,14,7,franklin-and-marshall-college-colorado-mesa-university-25616,Franklin and Marshall College/Colorado Mesa University,2016-09-14,2016-09-18,"If the November general election for president was being held today and the candidates were Donald Trump, the Republican, Hillary Clinton, the Democrat, would you vote for Donald Trump, Hillary Clinton, some other candidate, or aren't you sure how you would vote?",Likely Voters,350,6.3,Live Phone/Online,Nonpartisan,None,NA,NA
colorado,2016,44,46,NA,10,washpost-surveymonkey-25349,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,2428,NA,Internet,Nonpartisan,None,NA,NA
colorado,2016,36,41,4,6,magellan-r--25419,Magellan (R),2016-08-29,2016-08-31,"If the election for President were being held today, would you vote for Hillary Clinton the Democratic candidate, Donald Trump the Republican candidate, Gary Johnson the Libertarian candidate, or Jill Stein, the Green Party candidate?",Likely Voters,500,4.38,Live Phone,Pollster,Rep,13,NA
colorado,2016,39,49,4,9,quinnipiac-25199,Quinnipiac,2016-08-09,2016-08-16,"If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?",Likely Voters,830,3.4,Live Phone,Nonpartisan,None,NA,NA
colorado,2016,32,46,15,6,nbc-wsj-marist-25150,NBC/WSJ/Marist,2016-08-04,2016-08-10,"If November's presidential election were held today, whom would you support if the candidates are:",Registered Voters,899,3.3,Live Phone,Nonpartisan,None,NA,NA
colorado,2016,34,44,11,11,fox-24882,FOX,2016-07-09,2016-07-12,If the 2016 presidential election were held today…How would you vote if the candidates were:,Registered Voters,600,3,Live Phone,Nonpartisan,None,NA,NA
colorado,2016,35,48,6,7,monmouth-university-24875,Monmouth University,2016-07-09,2016-07-12,NA,Likely Voters,404,4.9,Live Phone,Nonpartisan,None,5,NA
colorado,2016,35,43,21,NA,nbc-wsj-marist-24895,NBC/WSJ/Marist,2016-07-05,2016-07-11,"If November's presidential election were held today, whom would you support if the candidates are:",Registered Voters,794,3.5,Live Phone,Nonpartisan,None,NA,NA
colorado,2016,38,45,14,4,harper-r--24868,Harper (R),2016-07-07,2016-07-09,NA,Likely Voters,500,4.38,IVR/Live Phone,Pollster,Rep,NA,NA
colorado,2016,41,43,16,NA,gravis-marketing-24887,Gravis Marketing,2016-07-07,2016-07-08,"If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?",Registered Voters,1313,2.7,Automated Phone,Nonpartisan,None,NA,NA
colorado,2016,39,40,9,10,cbs-yougov-24767,CBS/YouGov,2016-06-21,2016-06-24,NA,Likely Voters,996,4.3,Internet,Nonpartisan,None,NA,NA
colorado,2016,48,37,4,11,quinnipiac-23168,Quinnipiac,2015-11-11,2015-11-15,NA,Registered Voters,1262,2.8,Live Phone,Nonpartisan,None,NA,NA
connecticut,2016,36,52,9,3,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,1387,NA,Internet,Nonpartisan,None,NA,NA
connecticut,2016,40,55,5,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,327,NA,Internet,Nonpartisan,None,NA,NA
connecticut,2016,40,50,NA,10,ipsos-reuters-26806,Ipsos/Reuters,2016-10-17,2016-11-06,NA,Likely Voters,515,NA,Internet,Nonpartisan,None,NA,NA
connecticut,2016,39,51,9,2,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,554,NA,Internet,Nonpartisan,None,NA,NA
connecticut,2016,43,54,3,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,326,NA,Internet,Nonpartisan,None,NA,NA
connecticut,2016,36,50,11,2,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,515,NA,Internet,Nonpartisan,None,NA,NA
connecticut,2016,42,55,4,NA,upi-cvoter-26294,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,326,NA,Internet,Nonpartisan,None,NA,NA
connecticut,2016,36,53,NA,11,ipsos-reuters-26344,Ipsos/Reuters,2016-09-23,2016-10-13,NA,Likely Voters,741,NA,Internet,Nonpartisan,None,NA,NA
connecticut,2016,43,54,4,NA,upi-cvoter-25904,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,520,NA,Internet,Nonpartisan,None,NA,NA
connecticut,2016,37,47,NA,16,ipsos-reuters-25684,Ipsos/Reuters,2016-09-02,2016-09-22,NA,Likely Voters,662,NA,Internet,Nonpartisan,None,NA,NA
connecticut,2016,39,51,NA,10,washpost-surveymonkey-25360,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,1053,NA,Internet,Nonpartisan,None,NA,NA
connecticut,2016,38,45,3,14,quinnipiac-24627,Quinnipiac,2016-06-01,2016-06-05,NA,Registered Voters,1030,2.7,Live Phone,Nonpartisan,None,NA,NA
connecticut,2016,40,48,NA,12,emerson-college-polling-society-24256,Emerson College Polling Society,2016-04-10,2016-04-11,NA,Likely Voters,1043,3,Automated Phone,Nonpartisan,None,NA,NA
connecticut,2016,40,47,2,11,quinnipiac-22907,Quinnipiac,2015-10-07,2015-10-11,NA,Registered Voters,1735,2.4,Live Phone,Nonpartisan,None,NA,NA
delaware,2016,39,50,8,3,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,367,NA,Internet,Nonpartisan,None,NA,NA
delaware,2016,42,54,4,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,307,NA,Internet,Nonpartisan,None,NA,NA
delaware,2016,38,50,9,4,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,458,NA,Internet,Nonpartisan,None,NA,NA
delaware,2016,42,55,3,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,308,NA,Internet,Nonpartisan,None,NA,NA
delaware,2016,34,52,12,2,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,528,NA,Internet,Nonpartisan,None,NA,NA
delaware,2016,42,56,3,NA,upi-cvoter-26295,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,315,NA,Internet,Nonpartisan,None,NA,NA
delaware,2016,43,54,3,NA,upi-cvoter-25905,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,475,NA,Internet,Nonpartisan,None,NA,NA
delaware,2016,30,51,9,9,university-of-delaware-psrai-25891,University of Delaware/PSRAI,2016-09-16,2016-09-28,"If the presidential election were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, and Jill Stein of the Green Party, who would you vote for?",Likely Voters,762,4.1,Live Phone,Nonpartisan,None,NA,NA
delaware,2016,36,50,NA,14,washpost-surveymonkey-25361,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,637,NA,Internet,Nonpartisan,None,NA,NA
delaware,2016,32,42,14,12,fairleigh-dickinson-delaware-news-journal-24987,Fairleigh Dickinson/Delaware News Journal,2016-07-20,2016-07-24,"If the election for president was held today, which of the following would you vote for?",Registered Voters,715,4.1,Live Phone,Nonpartisan,None,NA,NA
florida,2016,45,47,2,2,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,4092,NA,Internet,Nonpartisan,None,4,NA
florida,2016,46,48,1,1,opinion-savvy-26791,Opinion Savvy,2016-11-05,2016-11-06,If the election to determine the next President of the United States were held today and your choices were: Democratic nominee Hillary Clinton; Republican nominee Donald Trump; Libertarian nominee Gary Johnson; and Green Party nominee Jill Stein; for whom would you vote?,Likely Voters,853,3.4,IVR/Online,Nonpartisan,None,3,NA
florida,2016,45,46,2,5,quinnipiac-26776,Quinnipiac,2016-11-03,2016-11-06,"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",Likely Voters,884,3.3,Live Phone,Nonpartisan,None,2,NA
florida,2016,47,47,5,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,438,NA,Internet,Nonpartisan,None,NA,NA
florida,2016,47,48,NA,5,ipsos-reuters-26806,Ipsos/Reuters,2016-10-17,2016-11-06,NA,Likely Voters,1274,NA,Internet,Nonpartisan,None,NA,NA
florida,2016,45,45,4,2,cbs-yougov-26755,CBS/YouGov,2016-11-02,2016-11-04,NA,Likely Voters,1188,3.6,Internet,Nonpartisan,None,4,NA
florida,2016,48,45,2,3,remington-research-group-r-axiom-strategies-26761,Remington Research Group (R)/Axiom Strategies,2016-11-01,2016-11-02,NA,Likely Voters,2352,2.02,IVR/Live Phone,Sponsor,Rep,2,NA
florida,2016,45,49,1,2,opinion-savvy-fox-13-fox-35-26664,Opinion Savvy/Fox 13/Fox 35,2016-11-01,2016-11-02,If the election to determine the next President of the United States were held today and your choices were: Democratic nominee Hillary Clinton; Republican nominee Donald Trump; Libertarian nominee Gary Johnson; and Green Party nominee Jill Stein; for whom would you vote?,Likely Voters,603,4,IVR/Online,Nonpartisan,None,3,NA
florida,2016,45,46,3,4,quinnipiac-26628,Quinnipiac,2016-10-27,2016-11-01,"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",Likely Voters,626,3.9,Live Phone,Nonpartisan,None,2,NA
florida,2016,47,49,2,0,cnn-26622,CNN,2016-10-27,2016-11-01,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates, and Jill Stein and Ajamu Baraka as the Green Party’s candidate.  Who would you be more likely to vote for?",Likely Voters,773,3.5,Live Phone,Nonpartisan,None,3,NA
florida,2016,49,51,NA,NA,gravis-marketing-one-america-news--26689,Gravis Marketing/One America News,2016-10-31,2016-10-31,NA,Registered Voters,1995,2.2,IVR/Online,Sponsor,Rep,NA,NA
florida,2016,45,46,2,2,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,2809,NA,Internet,Nonpartisan,None,5,NA
florida,2016,48,44,2,4,remington-research-group-r-axiom-strategies-26566,Remington Research Group (R)/Axiom Strategies,2016-10-30,2016-10-30,NA,Likely Voters,989,3.11,IVR/Live Phone,Sponsor,Rep,2,NA
florida,2016,40,48,7,0,targetsmart-william-mary-26609,TargetSmart/William & Mary,2016-10-25,2016-10-30,NA,Likely Voters,718,NA,Live Phone/Online,Nonpartisan,None,3,NA
florida,2016,47,48,5,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,408,NA,Internet,Nonpartisan,None,NA,NA
florida,2016,46,42,3,6,nyt-upshot-siena-26543,NYT Upshot/Siena,2016-10-25,2016-10-27,NA,Likely Voters,814,3.4,Live Phone,Nonpartisan,None,4,NA
florida,2016,46,42,3,6,dixie-strategies-r--26654,Dixie Strategies (R),2016-10-25,2016-10-26,"If the Presidential election were held today, for whom would you vote?",Likely Voters,698,3.71,IVR/Live Phone,Pollster,Rep,2,NA
florida,2016,46,46,7,1,nbc-wsj-marist-26544,NBC/WSJ/Marist,2016-10-25,2016-10-26,NA,Likely Voters,779,3.5,Live Phone,Nonpartisan,None,NA,NA
florida,2016,37,50,1,7,saint-leo-university-26528,Saint Leo University,2016-10-22,2016-10-26,"If the November presidential election was held today between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, which candidate would you support or which have you already supported in early voting?",Likely Voters,1028,3,Internet,Nonpartisan,None,5,NA
florida,2016,44,46,3,6,unf-26492,UNF,2016-10-20,2016-10-25,NA,Likely Voters,786,NA,Live Phone,Nonpartisan,None,NA,NA
florida,2016,46,45,4,5,bloomberg-selzer-26435,Bloomberg/Selzer,2016-10-21,2016-10-24,NA,Likely Voters,953,3.2,Live Phone,Nonpartisan,None,NA,NA
florida,2016,45,48,4,0,surveyusa-bay-news-9-news-13-26439,SurveyUSA/Bay News 9/News 13,2016-10-20,2016-10-24,NA,Likely Voters,1251,2.8,IVR/Online,Nonpartisan,None,2,NA
florida,2016,44,47,2,3,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,2765,NA,Internet,Nonpartisan,None,5,NA
florida,2016,46,46,2,5,remington-research-group-r-axiom-strategies-26420,Remington Research Group (R)/Axiom Strategies,2016-10-20,2016-10-22,NA,Likely Voters,1646,2.41,IVR/Live Phone,Sponsor,Rep,2,NA
florida,2016,43,46,4,3,cbs-yougov-26380,CBS/YouGov,2016-10-20,2016-10-21,NA,Likely Voters,1042,3.6,Internet,Nonpartisan,None,3,NA
florida,2016,45,49,2,2,opinion-savvy-fox-13-fox-35-26361,Opinion Savvy/Fox 13/Fox 35,2016-10-20,2016-10-20,If the election to determine the next President of the United States were held today and your choices were: Democratic nominee Hillary Clinton; Republican nominee Donald Trump; Libertarian nominee Gary Johnson; and Green Party nominee Jill Stein; for whom would you vote?,Likely Voters,538,4.2,IVR/Online,Nonpartisan,None,3,NA
florida,2016,39,45,2,8,lucid-the-times-picayune-26403,Lucid/The Times-Picayune,2016-10-17,2016-10-18,NA,Likely Voters,892,NA,Internet,Nonpartisan,None,6,NA
florida,2016,44,48,2,4,quinnipiac-26215,Quinnipiac,2016-10-10,2016-10-16,"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",Likely Voters,660,3.8,Live Phone,Nonpartisan,None,4,NA
florida,2016,46,49,5,NA,upi-cvoter-26296,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,401,NA,Internet,Nonpartisan,None,NA,NA
florida,2016,47,47,NA,6,washpost-surveymonkey-26240,WashPost/SurveyMonkey,2016-10-08,2016-10-16,NA,Likely Voters,1702,NA,Internet,Nonpartisan,None,NA,NA
florida,2016,42,46,1,6,ppp-d--26182,PPP (D),2016-10-12,2016-10-13,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",Likely Voters,985,3.1,IVR/Online,Pollster,Dem,5,NA
florida,2016,42,46,1,10,gravis-marketing-breitbart-26192,Gravis Marketing/Breitbart,2016-10-11,2016-10-13,"If the election was held today, who would be your choice for president?",Registered Voters,1799,2.3,IVR/Online,Nonpartisan,None,2,NA
florida,2016,42,48,NA,10,ipsos-reuters-26344,Ipsos/Reuters,2016-09-23,2016-10-13,NA,Likely Voters,1799,NA,Internet,Nonpartisan,None,NA,NA
florida,2016,44,47,1,3,opinion-savvy-26149,Opinion Savvy,2016-10-10,2016-10-11,If the election to determine the next President of the United States were held today and your choices were: Democratic nominee Hillary Clinton; Republican nominee Donald Trump; Libertarian nominee Gary Johnson; and Green Party nominee Jill Stein; for whom would you vote?,Likely Voters,533,4.2,IVR/Online,Nonpartisan,None,5,NA
florida,2016,43,49,0,7,florida-atlantic-university-26157,Florida Atlantic University,2016-10-05,2016-10-09,NA,Likely Voters,500,4.9,IVR/Online,Nonpartisan,None,1,NA
florida,2016,44,46,7,3,nbc-wsj-marist-26011,NBC/WSJ/Marist,2016-10-03,2016-10-05,NA,Likely Voters,700,3.7,Live Phone,Nonpartisan,None,NA,NA
florida,2016,40,47,4,9,unf-25974,UNF,2016-09-27,2016-10-04,NA,Likely Voters,661,NA,Live Phone,Nonpartisan,None,NA,NA
florida,2016,41,46,2,5,quinnipiac-25842,Quinnipiac,2016-09-27,2016-10-02,"If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",Likely Voters,545,4.2,Live Phone,Nonpartisan,None,5,NA
florida,2016,47,46,5,NA,upi-cvoter-25906,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,785,NA,Internet,Nonpartisan,None,NA,NA
florida,2016,46,47,2,1,opinion-savvy-fox-13-fox-35-25814,Opinion Savvy/Fox 13/Fox 35,2016-09-28,2016-09-29,If the election to determine the next President of the United States were held today and your choices were: Democratic nominee Hillary Clinton; Republican nominee Donald Trump; Libertarian nominee Gary Johnson; and Green Party nominee Jill Stein; for whom would you vote?,Likely Voters,619,4,IVR/Online,Nonpartisan,None,4,NA
florida,2016,42,46,1,4,mason-dixon-25811,Mason-Dixon,2016-09-27,2016-09-29,NA,Likely Voters,820,3.5,Live Phone,Nonpartisan,None,7,NA
florida,2016,43,45,1,8,ppp-d-vote-vets-action-fund--25796,PPP (D-Vote Vets Action Fund),2016-09-27,2016-09-28,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",Likely Voters,826,3.4,IVR/Online,Pollster,Dem,3,NA
florida,2016,45,49,NA,6,ipsos-reuters-25685,Ipsos/Reuters,2016-09-02,2016-09-22,NA,Likely Voters,1167,NA,Internet,Nonpartisan,None,NA,NA
florida,2016,45,44,1,8,suffolk-25618,Suffolk,2016-09-19,2016-09-21,"Florida’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?",Likely Voters,500,4.4,Live Phone,Nonpartisan,None,3,NA
florida,2016,41,43,2,6,cherry-r-florida-chamber-of-commerce--25725,Cherry (R-Florida Chamber of Commerce),2016-09-15,2016-09-20,NA,Likely Voters,617,4,Live Phone,Pollster,Rep,8,NA
florida,2016,41,46,2,5,monmouth-university-25584,Monmouth University,2016-09-16,2016-09-19,"If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?",Likely Voters,400,4.9,Live Phone,Nonpartisan,None,6,NA
florida,2016,44,49,2,NA,saint-leo-university-25599,Saint Leo University,2016-09-10,2016-09-16,"If the Presidential election was held today between Hillary Clinton and Donald Trump, Gary Johnson and Jill Stein, which candidate would you support?",Likely Voters,475,4.5,Internet,Nonpartisan,None,6,NA
florida,2016,43,43,3,10,nyt-upshot-siena-25524,NYT Upshot/Siena,2016-09-10,2016-09-14,NA,Likely Voters,867,3.3,Live Phone,Nonpartisan,None,NA,NA
florida,2016,47,44,1,1,cnn-25493,CNN,2016-09-07,2016-09-12,"Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",Likely Voters,788,3.5,Live Phone,Nonpartisan,None,6,NA
